claim_id,description,actual_severity,filing_date
CLM01661,"Rear-ended at intersection of Lake Street and Broadway in Springfield on December 29, 2024. My 2019 Hyundai Elantra sustained moderate damage to passenger side. Police report filed.",Medium,2024-12-29
CLM01662,"Vehicle struck by falling branch during storm on February 01, 2025. 2019 Hyundai Elantra has damage to passenger side and windshield. Tree maintenance company notified.",Medium,2025-02-01
CLM01663,"Minor scrape on driver side door while parking on September 15, 2025 at Cambridge Parking Garage. 2022 BMW X5. Paint transfer visible.",Low,2025-09-15
CLM01664,"Minor parking lot incident on January 31, 2025. Small scratch on side mirror of my 2018 Jeep Wrangler. No injuries. Other party left contact information.",Low,2025-01-31
CLM01665,"Tree fell on 2019 Infiniti Q50 during severe storm on August 16, 2025 at 9299 Hill Ave, Waltham. Roof crushed, all windows broken. Vehicle not drivable. Major structural damage. Storm damage claim.",High,2025-08-16
CLM01666,Windshield chip from road debris on 06/07/2025 while driving on Lake Street. 2018 Jeep Wrangler. Small chip needs repair before it spreads.,Low,2025-06-07
CLM01667,"Backed into pole in parking lot on June 07, 2025 at Lowell Mall. 2019 Honda Accord has dent in trunk. My fault, estimated repair cost $3,500.",Medium,2025-06-07
CLM01668,Minor collision at stoplight on 50 days ago. 2019 Hyundai Elantra bumped from behind. Damage to rear bumper.,Medium,2025-08-16
CLM01669,"Small scratch along front bumper noticed on September 28, 2025. Unknown cause. 2020 Kia Sorento parked at Newton Parking Garage.",Low,2025-09-28
CLM01670,Hit and run while parked on 245 days ago at Lynn Parking Garage. 2021 Volkswagen Jetta has significant damage to trunk. Witnesses provided partial plate number.,Medium,2025-02-02
CLM01671,Windshield chip from road debris on 06/08/2025 while driving on Maple Drive. 2021 Mazda CX-5. Small chip needs repair before it spreads.,Low,2025-06-08
CLM01672,Shopping cart dent on passenger side at Worcester shopping center on 02/10/2025. 2019 Infiniti Q50. Superficial damage only.,Low,2025-02-10
CLM01673,"Bird damage to paint on hood on 01/03/2025. 2019 Infiniti Q50. Etching visible, needs touch-up.",Low,2025-01-03
CLM01674,Small scratch along quarter panel noticed on 05/29/2025. Unknown cause. 2018 Jeep Wrangler parked at Springfield Mall.,Low,2025-05-29
CLM01675,"Minor bumper contact in parking garage on August 23, 2025. 2018 Jeep Wrangler. Both parties exchanged information.",Low,2025-08-23
CLM01676,Minor scrape on front bumper while parking on 185 days ago at Cambridge Plaza. 2020 Subaru Outback. Paint transfer visible.,Low,2025-04-03
CLM01677,Small scratch along trunk noticed on 174 days ago. Unknown cause. 2019 Hyundai Elantra parked at Somerville Mall.,Low,2025-04-14
CLM01678,Broken trunk discovered on 03/11/2025 at Lowell Shopping Center. Likely vandalism while parked. 2021 Volkswagen Jetta.,Low,2025-03-11
CLM01679,Small dent from hail storm on 107 days ago. 2019 Infiniti Q50 parked at Cambridge Mall. hood affected.,Low,2025-06-20
CLM01680,"Tree fell on 2022 Acura MDX during severe storm on March 01, 2025 at 5372 Hill Ave, Hartford. Roof crushed, all windows broken. Vehicle not drivable. Major structural damage. Storm damage claim.",High,2025-03-01
CLM01681,Windshield chip from road debris on 04/23/2025 while driving on Maple Drive. 2020 Lexus RX. Small chip needs repair before it spreads.,Low,2025-04-23
CLM01682,"Broken side mirror discovered on April 02, 2025 at Malden Shopping Center. Likely vandalism while parked. 2021 Volvo XC90.",Low,2025-04-02
CLM01683,"Windshield chip from road debris on July 08, 2025 while driving on Park Ave. 2019 Honda Accord. Small chip needs repair before it spreads.",Low,2025-07-08
CLM01684,"Hit and run while parked on May 05, 2025 at Malden Shopping Center. 2021 Volkswagen Jetta has significant damage to trunk. Witnesses provided partial plate number.",Medium,2025-05-05
CLM01685,"Windshield chip from road debris on February 11, 2025 while driving on Pine Road. 2022 Mercedes-Benz C-Class. Small chip needs repair before it spreads.",Low,2025-02-11
CLM01686,"Vehicle struck by falling branch during storm on March 03, 2025. 2021 Tesla Model 3 has damage to tail light and windshield. Tree maintenance company notified.",Medium,2025-03-03
CLM01687,Side-swiped on highway near Lowell on 179 days ago. 2021 Volkswagen Jetta has damage to driver side door and trunk. Other driver cited for unsafe lane change.,Medium,2025-04-09
CLM01688,Hit and run while parked on 100 days ago at Medford Shopping Center. 2018 Dodge Ram has significant damage to driver side door. Witnesses provided partial plate number.,Medium,2025-06-27
CLM01689,Minor bumper contact in parking garage on 09/23/2025. 2021 Tesla Model 3. Both parties exchanged information.,Low,2025-09-23
CLM01690,Shopping cart dent on driver side door at Medford shopping center on 179 days ago. 2019 Infiniti Q50. Superficial damage only.,Low,2025-04-09
CLM01691,Hit by opening car door on 151 days ago at Cambridge Shopping Center. Damage to hood of my 2020 Chevrolet Silverado. Other party admitted fault.,Medium,2025-05-07
CLM01692,Hit and run while parked on 11/10/2024 at Worcester Shopping Center. 2020 GMC Sierra has significant damage to quarter panel. Witnesses provided partial plate number.,Medium,2024-11-10
CLM01693,"Vehicle damaged by shopping cart blown by wind on September 13, 2025. 2020 Lexus RX has dents on side mirror. Security footage available.",Medium,2025-09-13
CLM01694,Minor bumper contact in parking garage on 110 days ago. 2020 GMC Sierra. Both parties exchanged information.,Low,2025-06-17
CLM01695,Vehicle struck by falling branch during storm on 337 days ago. 2019 Infiniti Q50 has damage to side mirror and windshield. Tree maintenance company notified.,Medium,2024-11-02
CLM01696,Vehicle damaged by shopping cart blown by wind on 74 days ago. 2020 Chevrolet Silverado has dents on tail light. Security footage available.,Medium,2025-07-23
CLM01697,"Broken side mirror discovered on November 05, 2024 at Cambridge Plaza. Likely vandalism while parked. 2019 Infiniti Q50.",Low,2024-11-05
CLM01698,"Minor scrape on side mirror while parking on April 12, 2025 at Springfield Mall. 2021 Volvo XC90. Paint transfer visible.",Low,2025-04-12
CLM01699,Minor scrape on front bumper while parking on 12 days ago at Waltham Mall. 2021 Volvo XC90. Paint transfer visible.,Low,2025-09-23
CLM01700,"Bird damage to paint on hood on 135 days ago. 2020 Kia Sorento. Etching visible, needs touch-up.",Low,2025-05-23
CLM01701,Hit and run while parked on 11/08/2024 at Newton Mall. 2018 Ford F-150 has significant damage to fender. Witnesses provided partial plate number.,Medium,2024-11-08
CLM01702,"Broken rear bumper discovered on April 08, 2025 at Lynn Mall. Likely vandalism while parked. 2022 Acura MDX.",Low,2025-04-08
CLM01703,Minor collision at stoplight on 11/10/2024. 2022 BMW X5 bumped from behind. Damage to windshield.,Medium,2024-11-10
CLM01704,"Small dent from hail storm on March 19, 2025. 2019 Infiniti Q50 parked at Hartford Shopping Center. headlight affected.",Low,2025-03-19
CLM01705,"Minor scrape on windshield while parking on October 29, 2024 at Malden Parking Garage. 2018 Jeep Wrangler. Paint transfer visible.",Low,2024-10-29
CLM01706,Small scratch along tail light noticed on 11/07/2024. Unknown cause. 2019 Audi A4 parked at Medford Shopping Center.,Low,2024-11-07
CLM01707,"Minor bumper contact in parking garage on August 11, 2025. 2019 Infiniti Q50. Both parties exchanged information.",Low,2025-08-11
CLM01708,"Fender bender on June 19, 2025 at Main St in Providence. 2019 Nissan Altima damage to driver side door. Both drivers remained at scene.",Medium,2025-06-19
CLM01709,"My 2022 BMW X5 was struck by drunk driver on June 16, 2025 at Somerville Mall. Extensive damage to hood, quarter panel, and frame. Police arrested other driver at scene. Vehicle likely totaled. Injuries sustained.",High,2025-06-16
CLM01710,Vehicle damaged by shopping cart blown by wind on 01/24/2025. 2021 Volkswagen Jetta has dents on side mirror. Security footage available.,Medium,2025-01-24
CLM01711,"Bird damage to paint on hood on 17 days ago. 2021 Volvo XC90. Etching visible, needs touch-up.",Low,2025-09-18
CLM01712,Fender bender on 271 days ago at Spring St in Worcester. 2020 Kia Sorento damage to front bumper. Both drivers remained at scene.,Medium,2025-01-07
CLM01713,"Small scratch along front bumper noticed on December 12, 2024. Unknown cause. 2021 Volkswagen Jetta parked at Brookline Mall.",Low,2024-12-12
CLM01714,Small scratch along driver side door noticed on 06/27/2025. Unknown cause. 2022 Acura MDX parked at Lynn Parking Garage.,Low,2025-06-27
CLM01715,"Head-on collision on Pine Road near Lynn on June 09, 2025. 2020 Lexus RX sustained catastrophic front-end damage. Engine likely destroyed. Airbags deployed. Emergency services on scene. Vehicle total loss.",High,2025-06-09
CLM01716,Small scratch along driver side door noticed on 95 days ago. Unknown cause. 2019 Nissan Altima parked at Waltham Plaza.,Low,2025-07-02
CLM01717,Small scratch along headlight noticed on 8 days ago. Unknown cause. 2021 Volvo XC90 parked at Quincy Mall.,Low,2025-09-27
CLM01718,"Windshield chip from road debris on August 03, 2025 while driving on Lake Street. 2022 Acura MDX. Small chip needs repair before it spreads.",Low,2025-08-03
CLM01719,Hit by opening car door on 08/17/2025 at Waltham Parking Garage. Damage to passenger side of my 2020 Lexus RX. Other party admitted fault.,Medium,2025-08-17
CLM01720,"Tree fell on 2019 Audi A4 during severe storm on November 08, 2024 at 3254 Oak Ave, Lynn. Roof crushed, all windows broken. Vehicle not drivable. Major structural damage. Storm damage claim.",High,2024-11-08
CLM01721,"URGENT: 2020 Lexus RX stolen from Malden Shopping Center on January 24, 2025. Vehicle found abandoned three days later with severe damage. quarter panel and tail light destroyed. Interior vandalized. Police report filed. Recovery investigation ongoing.",High,2025-01-24
CLM01722,Vehicle struck by falling branch during storm on 06/05/2025. 2019 Infiniti Q50 has damage to trunk and windshield. Tree maintenance company notified.,Medium,2025-06-05
CLM01723,Minor scrape on headlight while parking on 322 days ago at Providence Plaza. 2020 Toyota Camry. Paint transfer visible.,Low,2024-11-17
CLM01724,"URGENT: House fire at 1378 Summer St, Boston on November 27, 2024. Kitchen completely destroyed. Smoke and fire damage throughout first floor. Estimated damage $50,000. Fire department report available. Family displaced.",High,2024-11-27
CLM01725,Tire damage from pothole on School Road on 288 days ago. 2018 Dodge Ram. Tire needs replacement.,Low,2024-12-21
CLM01726,Hit and run while parked on 04/11/2025 at Waltham Mall. 2020 GMC Sierra has significant damage to hood. Witnesses provided partial plate number.,Medium,2025-04-11
CLM01727,"Bird damage to paint on hood on 01/20/2025. 2020 Chevrolet Silverado. Etching visible, needs touch-up.",Low,2025-01-20
CLM01728,Tire damage from pothole on Park Ave on 140 days ago. 2022 BMW X5. Tire needs replacement.,Low,2025-05-18
CLM01729,"My 2019 Audi A4 was struck by drunk driver on 03/28/2025 at Lynn Mall. Extensive damage to tail light, side mirror, and frame. Police arrested other driver at scene. Vehicle likely totaled. Injuries sustained.",High,2025-03-28
CLM01730,Vehicle struck by falling branch during storm on 148 days ago. 2020 Subaru Outback has damage to trunk and windshield. Tree maintenance company notified.,Medium,2025-05-10
CLM01731,Windshield chip from road debris on 79 days ago while driving on Lake Street. 2019 Infiniti Q50. Small chip needs repair before it spreads.,Low,2025-07-18
CLM01732,"Shopping cart dent on headlight at Providence shopping center on January 03, 2025. 2019 Hyundai Elantra. Superficial damage only.",Low,2025-01-03
CLM01733,Minor bumper contact in parking garage on 2 days ago. 2022 BMW X5. Both parties exchanged information.,Low,2025-10-03
CLM01734,"Side-swiped on highway near Hartford on September 11, 2025. 2020 Chevrolet Silverado has damage to passenger side and windshield. Other driver cited for unsafe lane change.",Medium,2025-09-11
CLM01735,Shopping cart dent on hood at Malden shopping center on 04/11/2025. 2020 Subaru Outback. Superficial damage only.,Low,2025-04-11
CLM01736,"Windshield chip from road debris on August 25, 2025 while driving on Forest Drive. 2020 Subaru Outback. Small chip needs repair before it spreads.",Low,2025-08-25
CLM01737,Hit and run while parked on 150 days ago at Brookline Shopping Center. 2022 Acura MDX has significant damage to fender. Witnesses provided partial plate number.,Medium,2025-05-08
CLM01738,Small scratch along headlight noticed on 351 days ago. Unknown cause. 2021 Tesla Model 3 parked at Waltham Shopping Center.,Low,2024-10-19
CLM01739,Windshield chip from road debris on 4 days ago while driving on Washington Blvd. 2018 Ford F-150. Small chip needs repair before it spreads.,Low,2025-10-01
CLM01740,Minor scrape on fender while parking on 124 days ago at Somerville Shopping Center. 2020 Chevrolet Silverado. Paint transfer visible.,Low,2025-06-03
CLM01741,Hit by opening car door on 49 days ago at Providence Mall. Damage to front bumper of my 2020 Toyota Camry. Other party admitted fault.,Medium,2025-08-17
CLM01742,Minor scrape on headlight while parking on 148 days ago at Waltham Plaza. 2020 Subaru Outback. Paint transfer visible.,Low,2025-05-10
CLM01743,Side-swiped on highway near Boston on 91 days ago. 2020 GMC Sierra has damage to quarter panel and quarter panel. Other driver cited for unsafe lane change.,Medium,2025-07-06
CLM01744,Tire damage from pothole on Broadway on 08/19/2025. 2019 Nissan Altima. Tire needs replacement.,Low,2025-08-19
CLM01745,"Bird damage to paint on hood on November 27, 2024. 2019 Honda Accord. Etching visible, needs touch-up.",Low,2024-11-27
CLM01746,"Small dent from hail storm on May 29, 2025. 2020 Subaru Outback parked at Newton Parking Garage. passenger side affected.",Low,2025-05-29
CLM01747,Minor bumper contact in parking garage on 05/10/2025. 2020 Subaru Outback. Both parties exchanged information.,Low,2025-05-10
CLM01748,Collision with deer on Church St near Waltham on 240 days ago. 2022 BMW X5 has front-end damage including headlight and hood. Police report available.,Medium,2025-02-07
CLM01749,"Bird damage to paint on hood on August 02, 2025. 2021 Volkswagen Jetta. Etching visible, needs touch-up.",Low,2025-08-02
CLM01750,"URGENT: House fire at 8743 School Road, Providence on December 05, 2024. Kitchen completely destroyed. Smoke and fire damage throughout first floor. Estimated damage $200,000. Fire department report available. Family displaced.",High,2024-12-05
CLM01751,Minor scrape on passenger side while parking on 145 days ago at Medford Mall. 2019 Nissan Altima. Paint transfer visible.,Low,2025-05-13
CLM01752,"Rear-ended at intersection of Pleasant St and School Road in Boston on March 15, 2025. My 2020 Kia Sorento sustained moderate damage to quarter panel. Police report filed.",Medium,2025-03-15
CLM01753,Tire damage from pothole on Summer St on 358 days ago. 2019 Hyundai Elantra. Tire needs replacement.,Low,2024-10-12
CLM01754,Broken fender discovered on 32 days ago at Waltham Mall. Likely vandalism while parked. 2020 Toyota Camry.,Low,2025-09-03
CLM01755,Broken hood discovered on 313 days ago at Waltham Mall. Likely vandalism while parked. 2019 Nissan Altima.,Low,2024-11-26
CLM01756,Minor scrape on front bumper while parking on 09/07/2025 at Hartford Parking Garage. 2020 Kia Sorento. Paint transfer visible.,Low,2025-09-07
CLM01757,Small scratch along trunk noticed on 03/24/2025. Unknown cause. 2020 Toyota Camry parked at Waltham Parking Garage.,Low,2025-03-24
CLM01758,"Minor bumper contact in parking garage on August 12, 2025. 2019 Hyundai Elantra. Both parties exchanged information.",Low,2025-08-12
CLM01759,Minor bumper contact in parking garage on 12/29/2024. 2020 Lexus RX. Both parties exchanged information.,Low,2024-12-29
CLM01760,Shopping cart dent on front bumper at Medford shopping center on 12/17/2024. 2019 Hyundai Elantra. Superficial damage only.,Low,2024-12-17
CLM01761,Small dent from hail storm on 164 days ago. 2022 Mercedes-Benz C-Class parked at Waltham Shopping Center. trunk affected.,Low,2025-04-24
CLM01762,"Hit by opening car door on April 11, 2025 at Boston Parking Garage. Damage to windshield of my 2020 Subaru Outback. Other party admitted fault.",Medium,2025-04-11
CLM01763,"My 2018 Dodge Ram was struck by drunk driver on January 14, 2025 at Boston Parking Garage. Extensive damage to rear bumper, fender, and frame. Police arrested other driver at scene. Vehicle likely totaled. Injuries sustained.",High,2025-01-14
CLM01764,Small scratch along headlight noticed on 61 days ago. Unknown cause. 2022 Mercedes-Benz C-Class parked at Cambridge Plaza.,Low,2025-08-05
CLM01765,Shopping cart dent on rear bumper at Lynn shopping center on 01/25/2025. 2020 GMC Sierra. Superficial damage only.,Low,2025-01-25
CLM01766,Minor parking lot incident on 05/25/2025. Small scratch on hood of my 2019 Nissan Altima. No injuries. Other party left contact information.,Low,2025-05-25
CLM01767,Rear-ended at intersection of Hill Ave and Washington Blvd in Malden on 42 days ago. My 2021 Tesla Model 3 sustained moderate damage to passenger side. Police report filed.,Medium,2025-08-24
CLM01768,Minor collision at stoplight on 12/08/2024. 2020 Toyota Camry bumped from behind. Damage to hood.,Medium,2024-12-08
CLM01769,Minor bumper contact in parking garage on 10/21/2024. 2019 Hyundai Elantra. Both parties exchanged information.,Low,2024-10-21
CLM01770,Small scratch along driver side door noticed on 09/28/2025. Unknown cause. 2019 Honda Accord parked at Boston Shopping Center.,Low,2025-09-28
CLM01771,Small dent from hail storm on 19 days ago. 2019 Audi A4 parked at Providence Plaza. quarter panel affected.,Low,2025-09-16
CLM01772,"Fender bender on March 06, 2025 at Forest Drive in Medford. 2018 Dodge Ram damage to headlight. Both drivers remained at scene.",Medium,2025-03-06
CLM01773,"Bird damage to paint on hood on July 07, 2025. 2019 Audi A4. Etching visible, needs touch-up.",Low,2025-07-07
CLM01774,Small scratch along driver side door noticed on 159 days ago. Unknown cause. 2020 Toyota Camry parked at Newton Parking Garage.,Low,2025-04-29
CLM01775,Windshield chip from road debris on 218 days ago while driving on Highland Ave. 2020 Kia Sorento. Small chip needs repair before it spreads.,Low,2025-03-01
CLM01776,Minor bumper contact in parking garage on 05/17/2025. 2022 BMW X5. Both parties exchanged information.,Low,2025-05-17
CLM01777,Collision with deer on Park Ave near Brookline on 313 days ago. 2020 Kia Sorento has front-end damage including front bumper and hood. Police report available.,Medium,2024-11-26
CLM01778,Broken windshield discovered on 146 days ago at Cambridge Plaza. Likely vandalism while parked. 2021 Mazda CX-5.,Low,2025-05-12
CLM01779,"URGENT: House fire at 8047 Summer St, Waltham on July 29, 2025. Kitchen completely destroyed. Smoke and fire damage throughout first floor. Estimated damage $100,000. Fire department report available. Family displaced.",High,2025-07-29
CLM01780,Minor bumper contact in parking garage on 64 days ago. 2018 Ford F-150. Both parties exchanged information.,Low,2025-08-02
CLM01781,"Tire damage from pothole on Summer St on November 14, 2024. 2019 Hyundai Elantra. Tire needs replacement.",Low,2024-11-14
CLM01782,"Tree fell on 2020 Toyota Camry during severe storm on 93 days ago at 2714 Elm Street, Brookline. Roof crushed, all windows broken. Vehicle not drivable. Major structural damage. Storm damage claim.",High,2025-07-04
CLM01783,"Broken headlight discovered on July 31, 2025 at Malden Mall. Likely vandalism while parked. 2020 Kia Sorento.",Low,2025-07-31
CLM01784,"Vehicle struck by falling branch during storm on February 19, 2025. 2018 Ford F-150 has damage to trunk and windshield. Tree maintenance company notified.",Medium,2025-02-19
CLM01785,Hit and run while parked on 312 days ago at Medford Parking Garage. 2018 Dodge Ram has significant damage to tail light. Witnesses provided partial plate number.,Medium,2024-11-27
CLM01786,Shopping cart dent on tail light at Worcester shopping center on 03/17/2025. 2020 GMC Sierra. Superficial damage only.,Low,2025-03-17
CLM01787,Rear-ended at intersection of Park Ave and Pine Road in Quincy on 238 days ago. My 2019 Audi A4 sustained moderate damage to rear bumper. Police report filed.,Medium,2025-02-09
CLM01788,Tire damage from pothole on Park Ave on 128 days ago. 2021 Tesla Model 3. Tire needs replacement.,Low,2025-05-30
CLM01789,"Minor parking lot incident on January 29, 2025. Small scratch on side mirror of my 2019 Infiniti Q50. No injuries. Other party left contact information.",Low,2025-01-29
CLM01790,"Bird damage to paint on hood on 64 days ago. 2020 Kia Sorento. Etching visible, needs touch-up.",Low,2025-08-02
CLM01791,Small scratch along front bumper noticed on 04/12/2025. Unknown cause. 2019 Infiniti Q50 parked at Waltham Mall.,Low,2025-04-12
CLM01792,Minor parking lot incident on 08/09/2025. Small scratch on windshield of my 2022 Mercedes-Benz C-Class. No injuries. Other party left contact information.,Low,2025-08-09
CLM01793,"Tree fell on 2019 Audi A4 during severe storm on August 06, 2025 at 8098 Pleasant St, Worcester. Roof crushed, all windows broken. Vehicle not drivable. Major structural damage. Storm damage claim.",High,2025-08-06
CLM01794,"Minor collision at stoplight on July 30, 2025. 2021 Mazda CX-5 bumped from behind. Damage to side mirror.",Medium,2025-07-30
CLM01795,"Shopping cart dent on driver side door at Springfield shopping center on July 18, 2025. 2021 Tesla Model 3. Superficial damage only.",Low,2025-07-18
CLM01796,Total loss - 2022 BMW X5 completely submerged during flooding on Broadway near Brookline on 125 days ago. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.,High,2025-06-02
CLM01797,"My 2021 Volkswagen Jetta was struck by drunk driver on 04/05/2025 at Brookline Parking Garage. Extensive damage to fender, hood, and frame. Police arrested other driver at scene. Vehicle likely totaled. Injuries sustained.",High,2025-04-05
CLM01798,"Minor parking lot incident on October 03, 2025. Small scratch on windshield of my 2018 Dodge Ram. No injuries. Other party left contact information.",Low,2025-10-03
CLM01799,"Bird damage to paint on hood on 02/14/2025. 2021 Tesla Model 3. Etching visible, needs touch-up.",Low,2025-02-14
CLM01800,Small scratch along quarter panel noticed on 309 days ago. Unknown cause. 2019 Honda Accord parked at Cambridge Shopping Center.,Low,2024-11-30
CLM01801,Broken quarter panel discovered on 104 days ago at Malden Plaza. Likely vandalism while parked. 2020 Lexus RX.,Low,2025-06-23
CLM01802,Windshield chip from road debris on 295 days ago while driving on Forest Drive. 2019 Nissan Altima. Small chip needs repair before it spreads.,Low,2024-12-14
CLM01803,Tire damage from pothole on Broadway on 05/20/2025. 2021 Tesla Model 3. Tire needs replacement.,Low,2025-05-20
CLM01804,"Bird damage to paint on hood on November 03, 2024. 2019 Nissan Altima. Etching visible, needs touch-up.",Low,2024-11-03
CLM01805,Minor collision at stoplight on 150 days ago. 2020 Kia Sorento bumped from behind. Damage to hood.,Medium,2025-05-08
CLM01806,Small dent from hail storm on 76 days ago. 2021 Mazda CX-5 parked at Springfield Plaza. front bumper affected.,Low,2025-07-21
CLM01807,Minor scrape on passenger side while parking on 07/19/2025 at Cambridge Plaza. 2020 Toyota Camry. Paint transfer visible.,Low,2025-07-19
CLM01808,Windshield chip from road debris on 03/22/2025 while driving on Church St. 2019 Infiniti Q50. Small chip needs repair before it spreads.,Low,2025-03-22
CLM01809,"Bird damage to paint on hood on 118 days ago. 2020 Lexus RX. Etching visible, needs touch-up.",Low,2025-06-09
CLM01810,Minor bumper contact in parking garage on 08/22/2025. 2021 Volkswagen Jetta. Both parties exchanged information.,Low,2025-08-22
CLM01811,"Minor bumper contact in parking garage on April 13, 2025. 2019 Audi A4. Both parties exchanged information.",Low,2025-04-13
CLM01812,Minor bumper contact in parking garage on 114 days ago. 2022 Mercedes-Benz C-Class. Both parties exchanged information.,Low,2025-06-13
CLM01813,Collision with deer on School Road near Medford on 03/26/2025. 2021 Mazda CX-5 has front-end damage including quarter panel and rear bumper. Police report available.,Medium,2025-03-26
CLM01814,Minor parking lot incident on 08/12/2025. Small scratch on hood of my 2021 Volvo XC90. No injuries. Other party left contact information.,Low,2025-08-12
CLM01815,"Minor collision at stoplight on March 07, 2025. 2022 BMW X5 bumped from behind. Damage to trunk.",Medium,2025-03-07
CLM01816,"Shopping cart dent on headlight at Waltham shopping center on May 02, 2025. 2022 BMW X5. Superficial damage only.",Low,2025-05-02
CLM01817,Collision with deer on Washington Blvd near Lowell on 10/03/2025. 2019 Honda Accord has front-end damage including driver side door and passenger side. Police report available.,Medium,2025-10-03
CLM01818,Tire damage from pothole on Washington Blvd on 216 days ago. 2021 Volkswagen Jetta. Tire needs replacement.,Low,2025-03-03
CLM01819,"Hit by opening car door on September 25, 2025 at Waltham Plaza. Damage to quarter panel of my 2019 Infiniti Q50. Other party admitted fault.",Medium,2025-09-25
CLM01820,Windshield chip from road debris on 42 days ago while driving on Broadway. 2021 Volvo XC90. Small chip needs repair before it spreads.,Low,2025-08-24
CLM01821,Minor parking lot incident on 140 days ago. Small scratch on windshield of my 2018 Jeep Wrangler. No injuries. Other party left contact information.,Low,2025-05-18
CLM01822,Minor collision at stoplight on 05/23/2025. 2019 Honda Accord bumped from behind. Damage to front bumper.,Medium,2025-05-23
CLM01823,Minor parking lot incident on 55 days ago. Small scratch on headlight of my 2020 Chevrolet Silverado. No injuries. Other party left contact information.,Low,2025-08-11
CLM01824,Tire damage from pothole on Church St on 05/31/2025. 2020 Toyota Camry. Tire needs replacement.,Low,2025-05-31
CLM01825,"Collision with deer on Spring St near Lynn on July 17, 2025. 2020 Lexus RX has front-end damage including quarter panel and hood. Police report available.",Medium,2025-07-17
CLM01826,Minor bumper contact in parking garage on 06/08/2025. 2018 Dodge Ram. Both parties exchanged information.,Low,2025-06-08
CLM01827,"Minor parking lot incident on August 08, 2025. Small scratch on passenger side of my 2019 Nissan Altima. No injuries. Other party left contact information.",Low,2025-08-08
CLM01828,"Backed into pole in parking lot on 123 days ago at Providence Shopping Center. 2020 Lexus RX has dent in headlight. My fault, estimated repair cost $3,500.",Medium,2025-06-04
CLM01829,"Bird damage to paint on hood on 49 days ago. 2020 Toyota Camry. Etching visible, needs touch-up.",Low,2025-08-17
CLM01830,"Small scratch along tail light noticed on February 07, 2025. Unknown cause. 2019 Honda Accord parked at Medford Mall.",Low,2025-02-07
CLM01831,Minor bumper contact in parking garage on 02/28/2025. 2019 Nissan Altima. Both parties exchanged information.,Low,2025-02-28
CLM01832,"Minor scrape on side mirror while parking on November 01, 2024 at Newton Shopping Center. 2019 Hyundai Elantra. Paint transfer visible.",Low,2024-11-01
CLM01833,"Vehicle damaged by shopping cart blown by wind on June 02, 2025. 2019 Audi A4 has dents on windshield. Security footage available.",Medium,2025-06-02
CLM01834,Fender bender on 02/28/2025 at Pleasant St in Waltham. 2020 Toyota Camry damage to passenger side. Both drivers remained at scene.,Medium,2025-02-28
CLM01835,Small scratch along driver side door noticed on 02/11/2025. Unknown cause. 2018 Ford F-150 parked at Cambridge Mall.,Low,2025-02-11
CLM01836,Minor bumper contact in parking garage on 257 days ago. 2018 Ford F-150. Both parties exchanged information.,Low,2025-01-21
CLM01837,"Bird damage to paint on hood on 172 days ago. 2020 Kia Sorento. Etching visible, needs touch-up.",Low,2025-04-16
CLM01838,"Bird damage to paint on hood on 97 days ago. 2020 Subaru Outback. Etching visible, needs touch-up.",Low,2025-06-30
CLM01839,"Rear-ended at intersection of Union Street and Maple Drive in Hartford on May 12, 2025. My 2018 Ford F-150 sustained moderate damage to windshield. Police report filed.",Medium,2025-05-12
CLM01840,Minor bumper contact in parking garage on 242 days ago. 2020 Kia Sorento. Both parties exchanged information.,Low,2025-02-05
CLM01841,Broken rear bumper discovered on 39 days ago at Brookline Parking Garage. Likely vandalism while parked. 2018 Jeep Wrangler.,Low,2025-08-27
CLM01842,"Bird damage to paint on hood on 363 days ago. 2019 Nissan Altima. Etching visible, needs touch-up.",Low,2024-10-07
CLM01843,"Fender bender on March 04, 2025 at Maple Drive in Lowell. 2019 Hyundai Elantra damage to quarter panel. Both drivers remained at scene.",Medium,2025-03-04
CLM01844,Tire damage from pothole on Main St on 160 days ago. 2019 Honda Accord. Tire needs replacement.,Low,2025-04-28
CLM01845,"Multi-vehicle pileup on 104 days ago on highway near Medford. 2020 Subaru Outback sandwiched between two vehicles. Damage to front and rear including windshield, driver side door, windshield. Major traffic incident with police investigation ongoing.",High,2025-06-23
CLM01846,Minor bumper contact in parking garage on 45 days ago. 2018 Dodge Ram. Both parties exchanged information.,Low,2025-08-21
CLM01847,Small dent from hail storm on 03/12/2025. 2019 Honda Accord parked at Lowell Plaza. hood affected.,Low,2025-03-12
CLM01848,Windshield chip from road debris on 286 days ago while driving on Main St. 2021 Volvo XC90. Small chip needs repair before it spreads.,Low,2024-12-23
CLM01849,"Hit and run while parked on May 22, 2025 at Somerville Mall. 2020 Kia Sorento has significant damage to trunk. Witnesses provided partial plate number.",Medium,2025-05-22
CLM01850,"Vehicle damaged by shopping cart blown by wind on April 12, 2025. 2020 Chevrolet Silverado has dents on trunk. Security footage available.",Medium,2025-04-12
CLM01851,Small dent from hail storm on 11/26/2024. 2022 BMW X5 parked at Cambridge Shopping Center. rear bumper affected.,Low,2024-11-26
CLM01852,Small dent from hail storm on 05/15/2025. 2019 Audi A4 parked at Boston Parking Garage. rear bumper affected.,Low,2025-05-15
